gsis_id,display_name,position,birth_date,pfr_id,espn_id
00-0037406,Sterling Weatherford,LB,1999-01-26,WeatSt01,4244299
00-0024110,Steve Weatherford,P,1982-12-17,WeatSt20,10127
00-0020411,Colston Weatherington,DE,1977-10-29,WeatCo20,2756
WEA197755,Jim Weatherly,C,1952-04-13,WeatJi21,
00-0032448,Stephen Weatherly,DE,1994-03-19,WeatSt00,2972362
00-0017342,Andre Weathers,DB,1976-08-06,WeatAn20,1958
00-0017343,Clarence Weathers,WR,1962-01-10,WeatCl00,
WEA316408,Curtis Weathers,LB,1956-09-16,WeatCu20,
WEA395510,Robert Weathers,RB,1960-09-13,WeatRo00,
00-0022136,Dennis Weathersby,CB,1980-06-16,WeatDe20,
00-0034470,Toby Weathersby,OT,1996-09-19,WeatTo00,3844004
00-0027871,Sean Weatherspoon,LB,1987-12-29,WeatSe99,13243
00-0017349,Chuck Weatherspoon,RB,1968-07-31,WeatCh20,
00-0021180,Anthony Weaver,DE,1980-07-28,WeavAn20,3580
WEA553714,Charlie Weaver,LB,1949-07-12,WeavCh20,
00-0036216,Curtis Weaver,DE,1998-08-03,WeavCu00,4048257
WEA593265,Emanuel Weaver,NT,1960-06-28,WeavEm20,
00-0036381,Evan Weaver,LB,1998-08-11,WeavEv00,4035875
WEA632816,Gary Weaver,OLB,1949-03-13,WeavGa20,
00-0037478,Isaac Weaver,C,1998-02-14,WeavIs00,4037444
00-0029909,Jason Weaver,OL,1989-04-12,WeavJa00,16283
00-0023063,Leonard Weaver,FB,1982-09-23,WeavLe00,9297
00-0036938,Rashad Weaver,LB,1997-11-10,WeavRa00,4036076
00-0027359,Ross Weaver,DB,1987-01-09,WeavRo00,13666
00-0017356,Jed Weaver,TE,1976-08-11,WeavJe00,1961
WEA791020,Herman Weaver,P,1948-11-17,WeavHe20,
00-0039521,Xavier Weaver,WR,2000-10-12,WeavXa00,4428811
00-0017363,Chuck Webb,FB,1969-11-17,WebbCh20,
00-0034671,Damon Webb,DB,1995-11-12,WebbDa01,3121433
00-0017364,David Webb,LB,1969-11-14,,
00-0033550,Davis Webb,QB,1995-01-22,WebbDa00,3052600
00-0024450,Dee Webb,CB,1984-12-08,WebbDe20,9822
00-0027609,J'Marcus Webb,OT,1988-08-08,WebbJM20,13483
WEB188765,Jimmy Webb,DT,1952-04-13,WebbJi20,
00-0024404,Jeff Webb,WR,1982-01-31,WebbJe00,9776
00-0040570,Jeremiah Webb,WR,2001-05-17,WebbJe01,4572655
00-0027796,Joe Webb,QB,1986-11-14,WebbJo00,13484
00-0027060,Lardarius Webb,FS,1985-10-12,WebbLa99,12747
00-0036063,Marcus Webb,DT,1997-09-04,WebbMa02,4039919
00-0036665,Mark Webb,SAF,1998-09-10,WebbMa01,4259570
00-0028426,Martell Webb,TE,1989-11-10,WebbMa00,14316
00-0037185,Raleigh Webb,WR,1997-12-28,WebbRa02,4032247
00-0034596,Ralph Webb,RB,1994-11-21,WebbRa01,3051762
00-0017370,Richmond Webb,OT,1967-01-11,WebbRi00,179
00-0040453,Clay Webb,G,2000-03-28,WebbCl00,4426336
00-0030276,R.J. Webb,WR,1987-08-24,WebbR.00,16540
00-0037516,Sam Webb,CB,1998-05-19,WebbSa00,4700660
00-0041386,Terry Webb,DT,2003-01-08,WebbTe00,5152226
00-0030403,B.W. Webb,CB,1990-05-03,WebbBW00,15939
00-0028308,Raymond Webber,WR,1989-06-01,WebbRa00,14455
00-0028230,Adam Weber,QB,1987-08-03,WebeAd00,14456
00-0035303,Mike Weber,RB,1997-08-27,WebeMi00,3915536
WEB490789,Roger Weber,G,1963-02-03,,
00-0023478,Corey Webster,CB,1982-03-02,WebsCo20,8457
WEB566295,Cornell Webster,CB,1954-11-02,WebsCo21,
00-0017375,Elnardo Webster,LB,1969-12-23,WebsEl20,
WEB679554,George Webster,MLB,1945-11-25,WebsGe00,
00-0019653,Jason Webster,DB,1977-09-08,WebsJa20,2179
00-0030523,Kayvon Webster,S,1991-02-01,WebsKa00,15872
00-0035318,Ken Webster,DB,1996-06-19,WebsKe00,3128743
WEB717307,Kevin Webster,C,1962-03-06,WebsKe20,
00-0017378,Larry Webster,DT,1969-01-18,WebsLa20,356
00-0031065,Larry Webster,DE,1990-02-14,WebsLa00,16869
WEB755060,Mike Webster,C,1952-03-18,WebsMi00,
00-0019562,Nate Webster,MLB,1977-11-29,WebsNa20,2221
00-0035621,Nsimba Webster,WR,1996-01-27,WebsNs00,3119317
00-0017383,Floyd Wedderburn,G,1976-05-05,WeddFl20,1893
WED276861,Mike Weddington,LB,1960-10-09,WeddMi20,
00-0025424,Eric Weddle,FS,1985-01-04,WeddEr99,10481
00-0040602,Trey Wedig,OT,2002-01-10,WediTr00,4430812
00-0029356,Scott Wedige,C,1988-11-20,WediSc00,15504
00-0036804,Connor Wedington,WR,1999-05-28,WediCo00,4242545
00-0029677,Brandon Weeden,QB,1983-10-14,WeedBr00,14878
00-0027224,Jon Weeks,LS,1986-02-17,WeekJo00,13729
00-0023064,Marquis Weeks,RB,1980-10-02,WeekMa00,9499
00-0041236,West Weeks,LB,2002-08-13,WeekWe00,4587724
00-0029080,Darrion Weems,OT,1988-09-04,WeemDa00,15332
00-0024535,Eric Weems,WR,1985-07-04,WeemEr00,10770
WEE664464,Norris Weese,QB,1951-08-12,WeesNo00,
WEG415290,Mike Weger,S,1945-10-02,WegeMi20,
00-0031875,Brandon Wegher,RB,1990-12-09,WeghBr00,2465679
WEH553722,Roger Wehrli,CB,1947-11-26,WehrRo00,
00-0017393,Bert Weidner,C,1966-01-20,WeidBe20,6914
WEI072224,Lee Weigel,RB,1963-11-15,WeigLe20,
WEI108336,Jack Weil,P,1962-03-16,WeilJa20,
00-0025837,Russ Weil,RB,1985-07-03,,
00-0017398,Joe Weinberg,WR,1967-10-17,,
00-0017399,Todd Weiner,OT,1975-09-16,WeinTo20,1477
00-0020434,Chris Weinke,QB,1972-07-31,WeinCh00,2655
00-0017402,Eric Weir,WR,1970-07-15,,
WEI686128,Clayton Weishuhn,LB,1959-10-09,WeisCl20,
WEI794464,Ron Weissenhofer,LB,1964-02-03,WeisRo20,
00-0017409,Tripp Welborne,DB,1968-11-20,WelbTr20,
00-0017410,John Welbourn,G,1976-03-30,WelbJo20,1850
00-0027803,Thomas Welch,OT,1987-06-19,WelcTh20,13485
WEL083058,Herb Welch,DB,1961-01-12,WelcHe20,
00-0036157,Kristian Welch,LB,1998-05-24,WelcKr00,4036153
00-0039518,Treyton Welch,TE,2001-01-10,WelcTr00,4430684
00-0017415,Casey Weldon,QB,1969-02-03,WeldCa00,344
00-0022427,Wes Welker,WR,1981-05-01,WelkWe00,5941
00-0017416,Gary Wellman,WR,1967-08-09,WellGa00,7189
WEL304546,Mike Wellman,C,1956-07-15,WellMi20,
00-0040438,Antwane Wells Jr.,WR,2001-04-02,WellAn00,4696062
WEL332232,Arthur Wells,TE,1963-02-01,WellAr20,
00-0029237,Austin Wells,TE,1989-03-28,,15483
00-0027007,Chris Wells,RB,1988-08-07,WellCh00,12525
WEL359918,Dana Wells,DT,1966-08-05,WellDa20,
00-0034575,David Wells,TE,1995-05-02,WellDa00,3047536
00-0017421,Dean Wells,LB,1970-07-20,WellDe20,473
00-0032561,Ian Wells,CB,1993-07-14,WellIa01,2574866
00-0021223,Jonathan Wells,RB,1979-07-21,WellJo00,3627
00-0030829,Josh Wells,OT,1991-02-14,WellJo02,17283
WEL470662,Kent Wells,DT,1967-07-25,WellKe20,
00-0031602,Matt Wells,LB,1990-11-26,WellMa00,2516295
00-0017428,Mike Wells,DT,1971-01-06,WellMi23,646
WEL492348,Mike Wells,TE,1962-01-22,WellMi22,
WEL498348,Mike Wells,QB,1951-06-18,WellMi21,
WEL553720,Norm Wells,DT,1957-09-08,WellNo20,
00-0021664,Ray Wells,LB,1980-08-20,WellRa21,5440
00-0021911,Reggie Wells,OT,1980-11-03,WellRe20,4635
00-0022832,Scott Wells,C,1981-01-07,WellSc20,5776
WEL609092,Terry Wells,RB,1951-04-20,WellTe00,
00-0017432,Doug Wellsandt,TE,1967-02-09,WellDo21,
00-0039931,Julius Welschof,LB,1997-03-12,WelsJu00,4372098
00-0023581,Jonathan Welsh,DE,1982-06-09,WelsJo20,8562
WEL775208,Tom Welter,G,1964-02-24,WeltTo20,
00-0025866,Ryan Wendell,G,1986-03-04,WendRy20,11786
WEN059327,Jack Wender,RB,1954-05-31,WendJa20,
00-0025571,John Wendling,FS,1983-06-04,WendJo99,10627
WEN355962,Al Wenglikowski,LB,1960-08-03,WengAl20,
00-0030998,Keith Wenning,QB,1991-02-14,WennKe00,16915
00-0031107,Austin Wentworth,G,1990-05-10,WentAu01,17096
00-0032950,Carson Wentz,QB,1992-12-30,WentCa00,2573079
WEN652597,Jeff Wenzel,OT,1963-10-21,WenzJe20,
WEN771251,Ralph Wenzel,G,1943-03-13,,
00-0030563,Bjoern Werner,OLB,1990-08-30,WernBj00,15815
WER311466,Clyde Werner,LB,1947-12-10,WernCl20,
WER415288,Greg Werner,TE,1966-10-21,WernGr00,
00-0017444,Matt Werner,DT,1971-06-14,,
00-0036927,Pete Werner,LB,1999-06-05,WernPe00,4241993
WER622932,Ray Wersching,K,1950-08-21,werscray01,
00-0040926,Joshua Weru,LB,2003-10-03,WeruJo00,5344965
00-0035259,Trevon Wesco,TE,1995-09-12,WescTr00,4039253
00-0035018,Alex Wesley,WR,1995-10-27,WeslAl00,3121110
00-0035126,Antoine Wesley,WR,1997-10-22,WeslAn01,4043161
00-0038304,Barry Wesley,OT,1999-07-14,WeslBa00,4256055
00-0021224,Dante Wesley,DB,1979-04-05,WeslDa20,3628
00-0031771,De'Ondre Wesley,OT,1992-07-28,WeslDe00,3053814
00-0019463,Greg Wesley,FS,1978-03-19,WeslGr20,2216
00-0017448,Joe Wesley,LB,1976-11-10,WeslJo20,2069
WES083058,Ricky Wesson,WR,1955-06-29,WessRi20,
00-0017460,Lyle West,DB,1976-12-20,WestLy20,1942
00-0040711,CJ West,DT,2002-06-12,WestCJ00,4686308
00-0030668,Charcandrick West,RB,1991-06-02,WestCh01,17284
WES138430,Charlie West,FS,1946-08-31,WestCh20,
00-0027441,Chastin West,WR,1987-05-01,WestCh00,13775
00-0017450,Derek West,OT,1972-03-28,WestDe20,
00-0017452,Ed West,TE,1961-08-02,WestEd00,6433
00-0023111,Isaac West,WR,1982-04-05,,
WES276860,Jeff West,P,1953-04-06,WestJe20,
00-0026053,Joe West,WR,1984-02-01,WestJo00,
WES359918,Bob West,WR,1950-10-03,WestRo00,
00-0017463,Ronnie West,WR,1968-06-23,WestRo20,12150
00-0031375,Terrance West,RB,1991-01-28,WestTe00,16783
WES415290,Troy West,DB,1961-08-26,WestTr20,
00-0024828,Zach West,DE,1984-04-27,,10921
WES526034,Gary Westberry,C,1964-11-01,,
00-0021216,Brian Westbrook,RB,1979-09-02,WestBr00,3619
00-0017467,Bryant Westbrook,DB,1974-12-19,WestBr20,1199
00-0025739,Byron Westbrook,DB,1984-12-26,WestBy00,10810
00-0033839,Dede Westbrook,WR,1993-11-21,WestDe00,3892889
WES553720,Donald Westbrook,WR,1952-11-01,,
00-0017470,Michael Westbrook,WR,1972-07-07,WestMi00,748
00-0032185,Tevin Westbrook,TE,1993-01-17,WestTe01,2578588
00-0036182,Nick Westbrook-Ikhine,WR,1997-03-21,WestNi00,3929785
WES581406,David Westbrooks,DE,1968-03-23,,
00-0030986,Ethan Westbrooks,DT,1990-11-15,WestEt00,17285
WES609092,Greg Westbrooks,LB,1953-02-24,WestGr20,
WES636778,Cleve Wester,RB,1964-06-14,WestCl20,
00-0040075,LaJohntay Wester,WR,2002-03-29,WestLa01,4690143
00-0032827,Leonard Wester,OT,1993-01-03,WestLe00,4002060
00-0033039,Christian Westerman,G,1993-02-23,WestCh02,2574570
00-0026662,Jamaal Westerman,LB,1985-02-21,WestJa99,13025
00-0020357,Eric Westmoreland,LB,1977-03-11,WestEr20,2621
00-0037343,Isaiah Weston,WR,1997-10-25,WestIs00,4030926
00-0040408,Ja'Markis Weston,LB,2000-08-10,WestJa02,4567416
WES747522,Jeff Weston,OT,1956-04-10,WestJe21,
00-0027839,Kade Weston,DT,1986-11-29,WestKa00,13486
00-0017479,Rhondy Weston,DE,1966-06-07,WestRh20,
00-0039305,Jack Westover,TE,1999-06-09,WestJa01,4361100
00-0035422,Chris Westry,CB,1997-07-10,WestCh03,3915255
00-0041397,Kaden Wetjen,WR,2002-03-09,WetjKa00,5081338
00-0017480,Ryan Wetnight,TE,1970-11-05,WetnRy00,504
00-0029762,John Wetzel,G,1991-07-18,WetzJo00,16247
WET711924,Ron Wetzel,TE,1960-11-10,WetzRo20,
WET723174,Marty Wetzel,LB,1958-01-29,WetzMa20,
00-0029033,Griff Whalen,WR,1990-03-01,WhalGr00,15360
00-0019569,James Whalen,TE,1977-12-11,WhalJa00,2288
00-0028105,Ryan Whalen,WR,1989-07-26,WhalRy00,14131
00-0030972,Chris Whaley,DT,1990-12-08,WhalCh01,17302
00-0022214,Travelle Wharton,G,1981-05-19,WharTr20,5619
00-0035214,Isaiah Wharton,DB,1995-11-01,WharIs00,3127378
00-0035890,Tershawn Wharton,DE,1998-06-25,WharTe00,4058925
00-0038742,Tyrus Wheat,LB,1999-12-08,WheaTy02,4689333
00-0017485,Warren Wheat,G,1967-05-13,WheaWa20,
00-0019589,Austin Wheatley,TE,1977-11-16,WheaAu20,
00-0026202,Terrence Wheatley,DB,1985-05-05,WheaTe99,11296
00-0017486,Tyrone Wheatley,RB,1972-01-19,WheaTy00,742
00-0036966,Tyrone Wheatley Jr.,OT,1997-02-04,WheaTy01,3929922
00-0041076,Zakee Wheatley,SAF,2002-02-28,WheaZa00,4566384
00-0017487,Kenny Wheaton,DB,1975-03-08,WheaKe20,1239
00-0030460,Markus Wheaton,WR,1991-02-07,WheaMa00,15873
00-0033744,Chad Wheeler,OT,1994-01-19,WheeCh00,2971615
00-0019678,Damen Wheeler,CB,1977-09-03,WheeDa20,2334
WHE138430,Dwight Wheeler,C,1955-01-13,WheeDw20,
00-0039466,Ian Wheeler,RB,2001-09-15,WheeIa00,4579554
00-0017490,Leonard Wheeler,DB,1969-01-15,WheeLe20,7265
00-0017492,Mark Wheeler,DT,1970-04-01,WheeMa20,353
WHE415290,Mark Wheeler,TE,1964-06-15,WheeMa21,
00-0026233,Philip Wheeler,OLB,1984-12-12,WheePh99,11327
WHE484505,Ron Wheeler,TE,1958-09-05,WheeRo20,
WHE622935,Wayne Wheeler,WR,1950-03-28,WheeWa00,
00-0026410,Ernie Wheelwright,WR,1984-07-10,WheeEr21,
00-0037547,Daniel Whelan,P,1999-02-10,WhelDa00,4248789
00-0017497,Craig Whelihan,QB,1971-04-15,WhelCr00,7913
00-0017501,Larry Whigham,DB,1972-06-23,WhigLa00,604
00-0024344,Guy Whimper,G,1983-05-21,WhimGu20,9715
00-0017502,Ken Whisenhunt,TE,1962-02-28,WhisKe00,
00-0039166,Andrew Whitaker,CB,1999-01-16,WhitAn01,5123408
00-0017504,Danta Whitaker,TE,1964-03-14,WhitDa00,6700
00-0021762,Ronyell Whitaker,DB,1979-03-19,WhitRo20,5303
WHI046660,Bill Whitaker,DB,1959-11-18,WhitBi20,
00-0017506,Adrian White,S,1964-04-06,WhitAd20,7175
00-0017507,Alberto White,DE,1971-04-08,WhitAl20,7765
00-0018980,Anthony White,RB,1977-05-01,,
00-0024260,LenDale White,RB,1984-12-20,WhitLe01,9631
00-0029922,Anthony Rashad White,DT,1989-08-02,,16119
00-0027477,Blair White,WR,1987-02-20,WhitBl00,13776
WHI093320,Brad White,DT,1958-08-18,WhitBr20,
WHI121316,Charlie White,RB,1953-08-31,WhitCh01,
WHI130648,Charles White,RB,1958-01-22,WhitCh00,
00-0023318,Chris White,G,1983-02-28,WhitCh22,9283
00-0017523,Chris White,DE,1976-09-28,WhitCh21,
00-0028107,Chris White,LB,1989-01-15,WhitCh03,14201
00-0020189,Clayton White,LB,1977-12-02,WhitCl20,2886
00-0029522,Cody White,G,1988-07-01,WhitCo02,15609
00-0035891,Cody White,WR,1998-11-28,,4241983
00-0025752,Corey White,RB,1985-10-01,,10819
00-0029658,Corey White,S,1990-05-09,WhitCo01,15086
WHI149312,Craig White,WR,1961-10-08,WhitCr20,
00-0039038,DaShaun White,LB,2000-01-02,WhitDa05,4360289
00-0017529,David White,OLB,1970-02-27,WhitDa21,7450
00-0032788,D.J. White,CB,1993-09-09,WhitD.00,2971478
00-0039562,David White Jr.,WR,2000-07-18,WhitDa06,5089537
00-0031511,DeAndrew White,WR,1991-10-16,WhitDe01,2515962
00-0035707,Devin White,LB,1998-02-17,WhitDe02,4035434
00-0037171,Drew White,LB,1998-09-15,WhitDr00,4258603
00-0017531,Dwayne White,G,1967-02-10,WhitDw20,7080
WHI167976,Dwight White,DE,1949-07-30,WhitDw00,
00-0019660,Dez White,WR,1979-08-23,WhitDe00,2200
WHI177308,Ed White,G,1947-04-04,WhitEd00,
WHI214636,Gerald White,RB,1964-12-09,WhitGe22,
00-0022204,Isaac White,LB,1977-07-10,,
00-0019057,Jamel White,RB,1978-02-11,WhitJa00,2469
00-0031062,James White,RB,1992-02-03,WhitJa02,16913
WHI242632,James White,OT,1962-07-05,,
WHI261296,Jim White,DE,1948-09-05,,
WHI264562,James White,NT,1953-10-26,WhitJa20,
WHI270628,Mike White,DT,1957-08-11,WhitMi20,
00-0036085,Javin White,DB,1997-02-21,WhitJa04,3921709
00-0019321,Jerard White,FS,1977-10-27,,
WHI298624,Jeris White,CB,1952-09-03,WhitJe21,
00-0028071,Johnny White,RB,1988-02-03,WhitJo01,14115
00-0029642,Jordan White,WR,1988-06-04,WhitJo02,14991
00-0017543,Jose White,DT,1973-03-02,WhitJo20,7848
00-0039148,Keion White,DE,1999-01-20,WhitKe03,4243493
00-0031545,Kevin White,WR,1992-06-25,WhitKe00,
00-0031683,Kevin White,CB,1992-06-25,,
00-0034375,Kyzir White,OLB,1996-03-24,WhitKy00,4039254
WHI317288,Lawrence White,WR,1963-06-03,WhitLa20,
00-0021997,Dewayne White,DE,1979-10-19,WhitDe20,4522
00-0017552,Lorenzo White,RB,1966-04-12,WhitLo00,6500
WHI354616,Lyman White,LB,1959-01-03,WhitLy20,
00-0023554,Manuel White,RB,1982-07-02,,
00-0023155,Marcus White,DT,1981-11-13,,
00-0028162,Markus White,LB,1987-11-25,WhitMa01,14195
00-0033586,Marquez White,CB,1994-10-29,WhitMa03,3045378
WHI363948,Marsh White,RB,1953-04-01,WhitMa00,
00-0025501,Marvin White,DB,1983-12-05,WhitMa99,10558
00-0030259,Melvin White,DB,1990-06-26,WhitMe00,16443
00-0034401,Mike White,QB,1995-03-25,WhitMi01,3051381
00-0020309,Mitch White,OT,1978-03-25,,
00-0030274,Myles White,WR,1990-03-30,WhitMy00,16569
00-0035376,Papi White,WR,1996-07-19,WhitPa02,3126080
00-0027020,Pat White,QB,1986-02-25,WhitPa01,12485
00-0038931,Quavian White,CB,2000-06-12,WhitQu00,4361919
00-0037256,Rachaad White,RB,1999-01-12,WhitRa01,4697815
WHI401276,Randy White,DT,1953-01-15,WhitRa00,
WHI410608,Ray White,MLB,1949-05-18,WhitRa21,
00-0035019,Reggie White Jr.,WR,1996-03-10,WhitRe01,3121225
00-0017566,Reggie White,NT,1970-03-22,WhitRe21,3191
00-0017567,Reggie White,DE,1961-12-19,WhitRe00,157
00-0020125,Reggie White,RB,1979-07-11,WhitRe20,3505
00-0040653,Ricky White III,WR,2002-02-06,WhitRi01,4431479
WHI429272,Robb White,DE,1965-05-26,WhitRo21,
WHI438229,Bucky White,DB,1962-11-24,WhitBu21,
WHI457268,Bob White,OT,1963-04-09,WhitBo21,
WHI463489,Chris White,DB,1962-03-01,WhitCh20,
WHI466600,Daryl White,G,1951-10-12,WhitDa20,
00-0017570,Russell White,RB,1970-12-15,WhitRu20,7457
00-0030762,Ryan White,DB,1992-01-22,,17286
WHI494596,Sammy White,WR,1954-03-16,WhitSa00,
00-0023462,Roddy White,WR,1981-11-02,WhitRo00,8442
00-0017572,Sheldon White,DB,1965-03-01,WhitSh20,6851
WHI513260,Sherman White,DE,1948-10-06,WhitSh21,
00-0017575,Stan White,QB,1971-08-14,,
WHI522592,Stan White,OLB,1949-10-24,,
00-0017576,Steve White,DE,1973-10-25,WhitSt21,1092
00-0021332,Stylez White,DE,1979-07-25,WhitGr99,3726
00-0018589,Ted White,QB,1976-05-29,,
00-0017549,Leon White,LB,1963-10-04,WhitLe20,
00-0033379,Tim White,WR,1994-07-15,WhitTi00,3915403
00-0021645,Tracy White,OLB,1981-04-14,WhitTr20,5304
00-0033884,Tre'Davious White,CB,1995-01-16,WhitTr01,3042717
WHI550588,Walter White,TE,1951-07-19,WhitWa00,
WHI578584,Danny White,QB,1952-02-09,WhitDa01,
00-0017583,William White,S,1966-02-19,WhitWi22,6625
WHI600747,Will White,DB,1970-06-25,,
00-0037357,ZaQuandre White,RB,1998-12-21,WhitZa00,4240032
00-0038040,Zamir White,RB,1999-09-18,WhitZa01,4361777
WHI615912,Mike Whited,OT,1958-03-30,WhitMi21,
00-0032768,Cody Whitehair,G,1992-07-11,WhitCo03,2577346
00-0031512,Jermaine Whitehead,DB,1993-03-12,WhitJe02,2574557
00-0034374,Jordan Whitehead,FS,1997-03-18,WhitJo03,3895798
00-0031757,Lucky Whitehead,WR,1992-06-02,WhitLu00,3052735
00-0029212,Tahir Whitehead,OLB,1990-04-02,WhitTa00,15070
00-0027514,Terrell Whitehead,DB,1988-09-18,WhitTe00,
00-0024049,Terrence Whitehead,RB,1983-05-31,,
00-0017585,Willie Whitehead,NT,1973-01-26,WhitWi23,2017
00-0038710,Blake Whiteheart,TE,2000-03-22,WhitBl01,4362018
WHI643908,David Whitehurst,QB,1955-04-27,WhitDa02,
00-0024296,Charlie Whitehurst,QB,1982-08-06,WhitCh02,9667
00-0029016,Aston Whiteside,DE,1989-05-19,WhitAs00,15402
00-0022061,Keyon Whiteside,LB,1980-01-31,WhitKe20,4620
00-0038841,Nick Whiteside,DB,2000-05-01,WhitNi02,5143915
00-0033641,Kermit Whitfield,WR,1993-10-08,WhitKe02,3045379
00-0030830,Marcus Whitfield,DB,1990-12-15,WhitMa02,17287
00-0017592,Bob Whitfield,OT,1971-10-18,WhitBo23,306
00-0017594,Brandon Whiting,DE,1976-07-30,WhitBr21,1511
00-0020943,Teag Whiting,G,1979-04-16,WhitTe20,
WHI662572,Blake Whitlatch,LB,1955-10-13,WhitBl20,
00-0037638,Benton Whitley,LB,1999-02-12,WhitBe00,4247722
00-0017597,Curtis Whitley,C,1969-05-10,WhitCu20,7263
00-0024438,E.J. Whitley,C,1982-02-16,,
00-0029017,Eddie Whitley,DB,1989-10-26,WhitEd01,15357
00-0020600,James Whitley,CB,1979-05-13,WhitJa21,4317
00-0022134,Taylor Whitley,G,1980-02-21,WhitTa21,4545
WHI681236,Wilson Whitley,DE,1955-04-28,WhitWi24,
00-0024678,Arkee Whitlock,RB,1984-05-10,,
00-0030785,Nikita Whitlock,FB,1991-05-16,WhitNi01,17288
00-0019825,Josh Whitman,TE,1978-08-05,WhitJo21,3477
00-0017607,David Whitmore,S,1967-07-06,,7158
00-0024223,Donte Whitner,S,1985-07-24,WhitDo20,9594
00-0033449,Isaac Whitney,WR,1994-06-22,WhitIs00,3894883
00-0029731,Fozzy Whittaker,RB,1989-02-02,WhitFo00,15755
00-0036043,Jace Whittaker,CB,1995-07-16,WhitJa05,3821572
00-0017610,Scott Whittaker,OT,1974-05-07,,
00-0017611,Alvis Whitted,WR,1974-09-04,WhitAl00,1579
WHI737228,Bobby Whitten,OT,1959-05-07,WhitBo25,
WHI746560,Todd Whitten,QB,1965-02-16,WhitTo20,
00-0023678,Will Whitticker,G,1982-08-02,WhitWi25,8660
WHI765224,Cary Whittingham,LB,1963-05-30,WhitCa20,
WHI783888,Kyle Whittingham,LB,1959-11-21,WhitKy20,
WHI793220,Art Whittington,RB,1955-09-04,WhitAr00,
00-0017619,Bernard Whittington,DE,1971-08-20,WhitBe20,703
WHI802552,C.L. Whittington,DB,1952-08-01,WhitC.20,
00-0021374,Daryl Whittington,DE,1978-04-10,,
00-0039751,Jordan Whittington,WR,2000-10-01,WhitJo04,4569382
WHI811884,Mike Whittington,LB,1958-08-09,WhitMi22,
00-0041312,Noah Whittington,RB,2001-12-13,WhitNo00,4432631
00-0017621,Jason Whittle,G,1975-03-07,WhitJa22,1747
00-0017622,Ricky Whittle,RB,1971-12-21,WhitRi00,8022
WHI821216,Mike Whitwell,FS,1958-11-14,WhitMi23,
00-0024270,Andrew Whitworth,OT,1981-12-12,WhitAn20,9641
00-0038589,Josh Whyle,TE,1999-09-08,WhylJo01,4360086
00-0035596,Kerrith Whyte,RB,1996-10-31,WhytKe00,3919104
WIC166116,Murray Wichard,NT,1963-11-16,WichMu20,
00-0032247,Cody Wichmann,G,1992-03-02,WichCo00,2517252
00-0032562,Cole Wick,TE,1993-11-30,WickCo00,2982151
00-0034650,JoJo Wicker,DT,1996-06-09,WickJo01,3676003
WIC332232,Tom Wickert,OT,1952-04-05,WickTo20,
00-0038393,Dontayvion Wicks,WR,2001-06-16,WickDo00,4428850
WIC664464,Bob Wicks,WR,1950-07-24,WickBo20,
00-0028399,Eddie Wide,RB,1988-11-19,WideEd00,
00-0017628,Dave Widell,G,1965-05-14,WideDa20,6986
00-0017629,Doug Widell,G,1966-09-23,WideDo20,6984
00-0017630,Corey Widmer,MLB,1968-12-25,WidmCo20,377
WIE237308,Eric Wiegand,C,1964-03-13,WiegEr20,
00-0040767,Leander Wiegand,OT,1999-08-24,WiegLe00,4705711
00-0017637,Zach Wiegert,OT,1972-08-16,WiegZa20,769
00-0017638,Casey Wiegmann,C,1973-07-20,WiegCa20,1146
00-0036122,Nate Wieting,TE,1997-02-20,WietNa00,3894852
00-0017643,Brian Wiggins,WR,1968-06-14,,
00-0036889,James Wiggins,SAF,1997-04-26,WiggJa00,4044064
00-0017644,Jermaine Wiggins,TE,1975-01-18,WiggJe00,2398
00-0028240,Kenny Wiggins,G,1988-08-08,WiggKe00,14460
00-0039232,Nate Wiggins,CB,2003-08-28,WiggNa00,4601278
00-0017646,Paul Wiggins,OT,1973-08-17,WiggPa20,8131
00-0039771,Sam Wiglusz,WR,1999-07-24,WiglSa00,4385438
00-0029647,Kyle Wilber,LB,1989-04-26,WilbKy00,15038
00-0035790,Ray Wilborn,LB,1997-04-01,WilbRa00,4361650
WIL003231,John Wilbur,G,1943-05-21,WilbJo20,
00-0017652,Barry Wilburn,DB,1963-12-09,WilbBa20,7258
WIL012924,Steve Wilburn,DE,1961-02-25,WilbSt20,
00-0017657,Mike Wilcher,LB,1960-03-20,WilcMi20,
00-0017659,Solomon Wilcots,DB,1964-10-03,WilcSo20,
00-0036667,Chris Wilcox,CB,1997-10-30,WilcCh00,4046652
00-0020127,Daniel Wilcox,TE,1977-03-23,WilcDa01,3437
WIL022617,Dave Wilcox,OLB,1942-09-29,WilcDa00,
00-0030543,J.J. Wilcox,DB,1991-02-14,WilcJ.00,15874
00-0017662,Josh Wilcox,TE,1974-06-05,WilcJo00,1741
00-0035771,Mitchell Wilcox,TE,1996-11-07,WilcMi01,3923392
00-0030786,James Wilder Jr.,RB,1992-04-14,WildJa01,17289
WIL045234,James Wilder,RB,1958-05-12,WildJa00,
00-0023194,Sam Wilder,OT,1982-01-10,,
00-0036573,Rachad Wildgoose,CB,2000-06-20,WildRa00,4372560
00-0032593,Brandon Wilds,RB,1993-07-22,WildBr01,2577692
00-0022260,Garnell Wilds,DB,1981-06-08,WildGa20,5888
00-0031876,Matt Wile,P,1992-06-20,WileMa01,2576240
